Date,Gender,Annual Income,Model,Engine,Transmission,Color,Price ($),Body Style,Company
2023-07-30,Male,1460000,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,BMW
2023-05-03,Male,845000,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Mitsubishi
2023-11-14,Male,13500,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Pontiac
2022-11-21,Male,652000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Chrysler
2022-11-13,Male,1122000,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31200,Hatchback,Toyota
2023-11-04,Female,2290000,Town & Country,Overhead Camshaft,Manual,Pale White,17000,Sedan,Chrysler
2023-12-05,Male,13500,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Honda
2023-04-08,Male,641000,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hardtop,Mercury
2022-12-10,Male,3550000,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,Hatchback,Volvo
2023-11-18,Male,1155000,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,SUV,Volkswagen
2023-05-17,Male,635000,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Chrysler
2023-06-25,Male,1020000,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Toyota
2023-09-26,Male,360000,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Hardtop,Infiniti
2023-10-06,Male,1656000,Corvette,Overhead Camshaft,Manual,Pale White,22600,SUV,Chevrolet
2023-09-10,Male,880000,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Toyota
2023-12-08,Male,382000,LS400,Overhead Camshaft,Manual,Pale White,54000,Sedan,Lexus
2023-11-03,Male,900000,Cavalier,Overhead Camshaft,Manual,Pale White,20001,SUV,Chevrolet
2023-11-01,Male,1030000,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Saturn
2022-12-27,Male,13500,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,BMW
2023-06-11,Male,1250000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Mercury
2023-03-27,Male,13500,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Volkswagen
2022-11-22,Male,1120000,528i,Overhead Camshaft,Manual,Pale White,16000,SUV,BMW
2023-10-11,Female,2700000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19001,SUV,Pontiac
2023-07-19,Male,1201000,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24101,SUV,Dodge
2023-09-18,Male,900000,S-Class,Overhead Camshaft,Manual,Red,21001,SUV,Mercedes-B
2022-04-13,Male,1200000,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hardtop,Dodge
2023-02-21,Male,13500,Focus,Overhead Camshaft,Manual,Red,17000,Hatchback,Ford
2023-05-28,Male,1100000,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hardtop,Infiniti
2022-11-06,Male,1330000,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Cadillac
2023-09-12,Male,1200000,Monte Carlo,Overhead Camshaft,Manual,Black,44000,Hatchback,Chevrolet
2022-11-08,Male,620000,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Toyota
2023-08-22,Male,920000,C70,Overhead Camshaft,Manual,Black,17000,Hatchback,Volvo
2023-09-08,Male,601000,528i,Overhead Camshaft,Manual,Red,25000,SUV,BMW
2023-04-28,Male,13500,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,SUV,Lexus
2023-03-24,Male,962000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Subaru
2023-10-06,Female,2820000,Quest,Overhead Camshaft,Manual,Black,12000,SUV,Nissan
2023-02-05,Male,1126500,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46651,Passenger,Buick
2022-12-18,Male,1480000,S80,Overhead Camshaft,Manual,Pale White,21001,Sedan,Volvo
2022-11-12,Male,930000,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,Sedan,Saturn
2023-12-08,Male,1075000,Ram Pickup,Overhead Camshaft,Manual,Red,25500,Hardtop,Dodge
2023-11-11,Female,850000,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Audi
2022-11-23,Male,495000,Civic,Overhead Camshaft,Manual,Black,43000,Hatchback,Honda
2022-12-21,Female,595000,Maxima,Overhead Camshaft,Manual,Pale White,16001,Sedan,Nissan
2023-11-03,Male,700000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Volkswagen
2023-03-03,Male,800000,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Mercedes-B
2022-09-11,Male,1090000,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Pontiac
2023-08-23,Male,1550000,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Lincoln
2022-08-16,Male,754000,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Chevrolet
2023-08-27,Female,580000,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Saab
2023-10-16,Male,13500,Crown Victoria,Overhead Camshaft,Manual,Black,26000,Passenger,Ford
2023-03-24,Male,1250000,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,SUV,Jeep
2022-09-13,Male,13500,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Oldsmobile
2022-05-31,Male,1385000,528i,Overhead Camshaft,Manual,Pale White,14500,SUV,BMW
2022-06-18,Male,586000,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Mercury
2023-02-19,Male,610000,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,SUV,Chevrolet
2023-07-31,Male,13500,Neon,Overhead Camshaft,Manual,Pale White,22001,SUV,Plymouth
2022-10-05,Male,1005000,TL,DoubleÂ Overhead Camshaft,Auto,Black,28500,Hatchback,Acura
2023-10-25,Male,1040000,Bonneville,Overhead Camshaft,Manual,Black,36000,Hatchback,Pontiac
2022-08-06,Male,290000,Lumina,Overhead Camshaft,Manual,Red,12001,Passenger,Chevrolet
2023-10-24,Male,500000,RAV4,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Toyota
2023-10-30,Male,13500,Passport,Overhead Camshaft,Manual,Pale White,13000,Hardtop,Honda
2022-02-27,Male,1220000,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Acura
2023-08-18,Male,730000,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Chevrolet
2023-09-18,Male,651000,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Porsche
2023-10-20,Male,1050000,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Volkswagen
2022-06-16,Female,532000,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Chevrolet
2022-10-23,Male,1060000,Caravan,Overhead Camshaft,Manual,Red,24000,Hardtop,Dodge
2023-06-20,Male,427000,F-Series,Overhead Camshaft,Manual,Pale White,13000,Passenger,Ford
2023-09-12,Male,610000,TL,DoubleÂ Overhead Camshaft,Auto,Red,16001,Hatchback,Acura
2022-10-18,Male,940000,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,BMW
2023-10-28,Female,631000,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Honda
2022-08-21,Female,1947000,Seville,Overhead Camshaft,Manual,Black,44700,SUV,Cadillac
2023-07-17,Male,630000,Aurora,Overhead Camshaft,Manual,Pale White,34000,Passenger,Oldsmobile
2023-09-04,Male,953000,Durango,Overhead Camshaft,Manual,Pale White,27001,SUV,Dodge
2023-09-05,Female,13500,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,SUV,BMW
2023-06-06,Male,13500,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Buick
2023-11-24,Male,13500,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hardtop,Volkswagen
2023-05-02,Male,3010000,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,Passenger,Dodge
2023-08-23,Male,1925000,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,19500,SUV,Chrysler
2022-09-03,Male,13500,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,Passenger,Buick
2022-05-25,Male,1340000,Firebird,Overhead Camshaft,Manual,Black,43000,SUV,Pontiac
2023-12-23,Male,1852000,S40,Overhead Camshaft,Manual,Red,17200,Sedan,Volvo
2023-03-13,Male,690000,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Lexus
2023-01-30,Male,13500,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Honda
2022-08-08,Female,13500,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Chrysler
2022-10-26,Male,1190000,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hatchback,Dodge
2023-06-17,Male,1280000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2022-01-13,Male,13500,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Mercedes-B
2023-09-02,Male,740000,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Toyota
2022-12-19,Male,13500,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Sedan,Ford
2022-12-17,Male,2000000,Continental,Overhead Camshaft,Manual,Black,49000,Passenger,Lincoln
2023-01-09,Male,1291000,S40,Overhead Camshaft,Manual,Pale White,17100,Sedan,Volvo
2023-12-02,Male,925000,528i,Overhead Camshaft,Manual,Black,21000,SUV,BMW
2023-05-06,Female,860000,Focus,Overhead Camshaft,Manual,Red,17001,Hardtop,Ford
2023-12-12,Male,13500,Continental,Overhead Camshaft,Manual,Pale White,27000,Passenger,Lincoln
2023-05-26,Male,682000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Passenger,Chevrolet
2023-07-21,Male,1380000,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Saturn
2022-12-11,Male,1100000,Malibu,Overhead Camshaft,Manual,Pale White,57001,Hardtop,Chevrolet
2023-04-01,Female,1060000,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Sedan,Chevrolet
2023-11-24,Female,795000,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Saturn
2022-09-27,Female,1702000,Silhouette,Overhead Camshaft,Manual,Pale White,34200,Sedan,Oldsmobile
2023-11-03,Male,750000,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Volkswagen
2023-05-19,Male,1750000,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16001,Sedan,Volkswagen
2023-03-21,Male,1127000,A6,Overhead Camshaft,Manual,Pale White,13700,SUV,Audi
2022-12-24,Male,940000,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Volkswagen
2023-03-28,Male,395000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Mercury
2023-09-24,Male,632500,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15501,SUV,Chevrolet
2022-10-12,Male,1516000,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60600,Sedan,Oldsmobile
2023-08-04,Female,780000,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,BMW
2023-03-17,Male,529500,RL,DoubleÂ Overhead Camshaft,Auto,Black,24500,SUV,Acura
2022-09-18,Male,1238000,Durango,Overhead Camshaft,Manual,Pale White,31801,SUV,Dodge
2023-08-01,Male,780000,A6,Overhead Camshaft,Manual,Black,15000,SUV,Audi
2023-01-17,Male,768000,M-Class,Overhead Camshaft,Manual,Pale White,41000,Hardtop,Mercedes-B
2022-09-21,Male,950000,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2023-10-03,Male,13500,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33001,Hatchback,Mercury
2023-04-12,Female,1765000,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39501,Sedan,Mercury
2022-05-03,Male,13500,Impala,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Chevrolet
2023-11-05,Male,13500,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Chevrolet
2023-05-17,Male,726000,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hardtop,Infiniti
2023-12-14,Male,1100000,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,SUV,Volvo
2023-06-26,Male,1077000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19700,SUV,Pontiac
2023-10-16,Male,455000,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Nissan
2022-12-12,Male,1600000,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Chrysler
2022-09-28,Male,1051000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,19100,Hatchback,Dodge
2023-01-16,Male,841000,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Mitsubishi
2022-07-12,Male,638000,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21001,SUV,Toyota
2022-11-17,Male,3100000,RL,Overhead Camshaft,Manual,Red,34000,SUV,Acura
2023-12-01,Male,973000,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29001,Hatchback,Acura
2022-09-07,Female,13500,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hatchback,Mercedes-B
2023-09-17,Male,845000,CL500,Overhead Camshaft,Manual,Red,29001,SUV,Mercedes-B
2022-12-25,Male,1755000,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60501,Passenger,Cadillac
2022-07-30,Male,13500,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Honda
2022-05-28,Female,13500,Golf,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Volkswagen
2022-09-17,Male,838000,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Plymouth
2022-03-14,Female,1810000,Silhouette,Overhead Camshaft,Manual,Pale White,39000,Sedan,Oldsmobile
2023-12-10,Male,1475000,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12500,SUV,Toyota
2023-12-02,Male,13500,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Ford
2023-09-25,Male,1400000,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2022-11-28,Male,13500,Diamante,Overhead Camshaft,Manual,Red,12001,Hatchback,Mitsubishi
2023-03-11,Female,1000000,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31001,Hatchback,Dodge
2023-02-13,Male,500000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Chevrolet
2022-09-05,Female,654000,Tacoma,Overhead Camshaft,Manual,Black,36000,Hardtop,Toyota
2023-04-03,Male,1255000,Tacoma,Overhead Camshaft,Manual,Pale White,24500,SUV,Toyota
2023-11-20,Female,600000,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Dodge
2023-04-08,Female,530000,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,Passenger,Oldsmobile
2022-11-13,Male,13500,323i,Overhead Camshaft,Manual,Red,21000,Hatchback,BMW
2022-06-13,Male,1050000,S70,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hardtop,Volvo
2023-03-15,Male,13500,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,BMW
2022-07-14,Male,13500,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Hyundai
2023-07-09,Male,13500,SC,Overhead Camshaft,Manual,Pale White,61000,Hardtop,Saturn
2023-05-21,Male,633000,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hardtop,Nissan
2023-10-03,Male,1600000,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Mitsubishi
2022-05-14,Male,695500,Seville,Overhead Camshaft,Manual,Black,44500,Hatchback,Cadillac
2022-12-03,Male,1475000,Carrera Cabrio,Overhead Camshaft,Manual,Black,22500,Passenger,Porsche
2023-10-21,Female,500000,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Honda
2023-12-03,Male,13500,4Runner,Overhead Camshaft,Manual,Black,25001,Sedan,Toyota
2023-11-20,Male,13500,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Plymouth
2023-10-21,Male,1005000,3000GT,Overhead Camshaft,Manual,Pale White,21500,Sedan,Mitsubishi
2023-12-29,Male,940000,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Mercury
2023-11-06,Male,1356000,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23600,Sedan,Saab
2022-07-14,Male,2005000,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31500,Passenger,Cadillac
2023-07-22,Male,1120000,Taurus,Overhead Camshaft,Manual,Pale White,22000,SUV,Ford
2023-09-25,Male,13500,Lumina,Overhead Camshaft,Manual,Red,12000,Passenger,Chevrolet
2022-06-25,Male,577000,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18000,SUV,Oldsmobile
2022-05-26,Male,385000,SLK,Overhead Camshaft,Manual,Pale White,57000,Passenger,Mercedes-B
2022-11-07,Male,13500,300M,DoubleÂ Overhead Camshaft,Auto,Red,16001,SUV,Chrysler
2023-08-31,Male,13500,Seville,Overhead Camshaft,Manual,Black,44000,SUV,Cadillac
2023-01-03,Male,13500,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Oldsmobile
2022-03-20,Male,820000,C70,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Volvo
2022-10-20,Male,13500,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,Sedan,Saab
2023-11-20,Male,902000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,Sedan,Mercury
2023-01-03,Male,705000,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Volkswagen
2022-11-16,Male,640000,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Ford
2023-08-19,Male,640000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Mercury
2023-12-27,Male,1430000,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hardtop,Lexus
2022-09-11,Male,13500,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39001,Sedan,Lexus
2023-09-11,Female,876000,Maxima,Overhead Camshaft,Manual,Red,29000,Sedan,Nissan
2023-11-12,Male,600000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Pontiac
2022-06-15,Female,315000,Ranger,Overhead Camshaft,Manual,Black,18000,Hatchback,Ford
2022-12-08,Male,455000,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Audi
2022-03-22,Male,480000,Passat,Overhead Camshaft,Manual,Red,20000,Hatchback,Volkswagen
2023-12-18,Male,1120000,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hardtop,Infiniti
2023-05-28,Male,1500000,A6,Overhead Camshaft,Manual,Pale White,13001,SUV,Audi
2023-11-30,Male,750000,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Hatchback,Lincoln
2022-05-25,Male,355000,Passport,Overhead Camshaft,Manual,Pale White,27001,Hardtop,Honda
2022-11-22,Male,475000,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Ford
2023-11-12,Male,630000,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2023-08-22,Male,720000,Focus,Overhead Camshaft,Manual,Red,24000,SUV,Ford
2022-11-09,Female,13500,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,Sedan,Chrysler
2022-09-08,Male,1191000,I30,Overhead Camshaft,Manual,Pale White,22100,Hardtop,Infiniti
2023-06-12,Male,420000,S70,Overhead Camshaft,Manual,Black,22000,Hardtop,Volvo
2023-11-06,Female,13500,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,Passenger,Porsche
2022-11-25,Male,729500,5-Sep,Overhead Camshaft,Manual,Pale White,28501,Hatchback,Saab
2023-11-05,Male,1582000,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41201,SUV,Ford
2022-09-15,Male,1200000,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hardtop,Infiniti
2022-05-07,Male,13500,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hatchback,Porsche
2023-09-15,Male,780000,Stratus,Overhead Camshaft,Manual,Red,25000,Hatchback,Dodge
2023-12-11,Male,573000,Sonata,Overhead Camshaft,Manual,Black,20000,SUV,Hyundai
2023-05-26,Male,13500,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,Sedan,Cadillac
2023-07-07,Male,1025000,Villager,Overhead Camshaft,Manual,Pale White,14500,Passenger,Mercury
2023-08-14,Male,1250000,328i,DoubleÂ Overhead Camshaft,Auto,Black,41001,Sedan,BMW
2022-11-08,Male,13500,TL,DoubleÂ Overhead Camshaft,Auto,Red,24000,Hatchback,Acura
2023-08-04,Male,2100000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,Passenger,Pontiac
2023-03-03,Female,13500,Monte Carlo,Overhead Camshaft,Manual,Black,44001,Hatchback,Chevrolet
2023-11-03,Female,900000,Sienna,Overhead Camshaft,Manual,Pale White,19000,Passenger,Toyota
2023-11-15,Female,1235000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18500,Hatchback,Mitsubishi
2022-02-16,Male,770000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2023-07-08,Male,5355000,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20501,Hatchback,Nissan
2022-06-16,Male,800000,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hatchback,Plymouth
2022-07-16,Male,1400000,M-Class,Overhead Camshaft,Manual,Pale White,41001,Hatchback,Mercedes-B
2023-11-03,Male,1352000,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19200,Sedan,Lincoln
2022-11-13,Male,886000,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22000,Passenger,Volkswagen
2022-08-09,Male,1030000,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Plymouth
2022-12-12,Female,1952000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29200,Passenger,Ford
2023-09-08,Male,13500,Lumina,Overhead Camshaft,Manual,Black,42000,Passenger,Chevrolet
2022-09-25,Male,1620000,Corvette,Overhead Camshaft,Manual,Black,26000,SUV,Chevrolet
2022-11-01,Male,13500,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Ford
2022-03-19,Male,620000,Continental,Overhead Camshaft,Manual,Black,18000,Passenger,Lincoln
2022-11-02,Male,1475000,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28500,Sedan,Cadillac
2022-12-12,Male,705000,ES300,Overhead Camshaft,Manual,Black,34001,SUV,Lexus
2023-02-02,Male,1115000,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18500,Sedan,Pontiac
2022-12-12,Male,1122000,C-Class,Overhead Camshaft,Manual,Pale White,12200,Hatchback,Mercedes-B
2023-04-19,Male,1485000,Sunfire,Overhead Camshaft,Manual,Pale White,28501,Sedan,Pontiac
2023-12-01,Male,13500,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,Sedan,Chevrolet
2023-09-25,Male,13500,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,SUV,Lexus
2023-06-30,Female,13500,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Acura
2022-09-22,Male,745000,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,Hatchback,Acura
2023-09-26,Male,582000,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,BMW
2023-04-23,Female,607000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Sedan,Oldsmobile
2023-08-26,Female,13500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,SUV,Nissan
2023-12-08,Male,13500,S40,Overhead Camshaft,Manual,Red,17000,Sedan,Volvo
2022-06-13,Female,940000,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Volkswagen
2023-07-17,Male,1300000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Pontiac
2022-03-15,Male,421000,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2022-04-20,Male,1918000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12800,Passenger,Chevrolet
2023-09-25,Male,535000,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hardtop,Dodge
2023-09-26,Male,413000,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Volkswagen
2022-10-12,Male,885000,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Chevrolet
2023-11-11,Male,1570000,Cougar,Overhead Camshaft,Manual,Pale White,28001,Hatchback,Mercury
2023-12-06,Male,13500,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Oldsmobile
2023-11-05,Male,13500,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Oldsmobile
2022-09-21,Male,500000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Mitsubishi
2022-04-05,Male,470000,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hatchback,Volkswagen
2023-04-16,Male,1385000,Caravan,Overhead Camshaft,Manual,Red,24500,Hardtop,Dodge
2022-07-18,Male,630000,Prizm,Overhead Camshaft,Manual,Red,22001,Hardtop,Chevrolet
